Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
JPM,"JP Morgan Chase & Company",125.91,4.24,+3.48%,122.78,125.94,122,6084200,"12:55 ET"
KEX,"Kirby Corp",51.09,1.2,+2.41%,49.95,51.35,49.95,88683,"12:44 ET"
KO,"Coca-Cola Company",53.14,0.38,+0.72%,52.95,53.36,52.84,2897176,"12:54 ET"
KSU,"Kansas City Southern",199.47,3.5,+1.79%,196.8,199.81,196.33,234519,"12:55 ET"
LSTR,"Landstar System",135.19,-0.69999999999999,-0.52%,135.78,136.33,134.25,44574,"12:37 ET"
LUV,"Southwest Airlines Company",46.51,1.19,+2.63%,45.47,46.83,45.32,2562427,"12:54 ET"
MATX,"Matson Inc",56.7,0.72000000000001,+1.29%,56,57.12,55.64,49285,"12:46 ET"
MCD,"McDonald's Corp",213.11,1.19,+0.56%,212.3,213.31,211.79,670133,"12:54 ET"
MMM,"3M Company",174.48,-0.30000000000001,-0.17%,175.3,175.84,174.21,500082,"12:55 ET"
MRK,"Merck & Company",80.32,0.89999999999999,+1.13%,79.59,80.42,79.53,2519001,"12:55 ET"
MSFT,"Microsoft Corp",222.71,-1.23,-0.55%,223.11,224.25,221.95,8079139,"12:55 ET"
NEE,"Nextera Energy",75.07,0.36,+0.48%,75.16,75.55,74.65,2019605,"12:55 ET"
NI,"NiSource Inc",21.98,0.27,+1.24%,21.78,22.16,21.73,1114187,"12:54 ET"
NKE,"Nike Inc",141.93,-0.51999999999998,-0.37%,142.56,143.6,141.7,1400277,"12:54 ET"
NSC,"Norfolk Southern Corp",233.56,3.06,+1.33%,231.92,234.2,230.5,341647,"12:53 ET"
PEG,"Public Service Enterprise Group Inc",57.08,0.69,+1.22%,56.8,57.33,56.74,365650,"12:55 ET"
PG,"Procter & Gamble Company",136.89,0.33999999999997,+0.25%,137.39,137.57,136.13,2355634,"12:55 ET"
R,"Ryder System",63.99,0.15,+0.23%,64.38,64.68,63.68,90133,"12:49 ET"
SO,"Southern Company",60.14,0.42,+0.70%,60.01,60.37,59.86,646032,"12:54 ET"
SRE,"Sempra Energy",127.03,0.76000000000001,+0.60%,127.15,127.85,126.66,245048,"12:54 ET"
TRV,"The Travelers Companies Inc",137.38,0.90000000000001,+0.66%,137.29,138.55,136.91,284438,"12:54 ET"
UAL,"United Airlines Holdings Inc",44.15,1.18,+2.75%,43.1,44.69,42.06,10398482,"12:55 ET"
UNH,"Unitedhealth Group Inc",340.78,5.77,+1.72%,336.49,341.63,335,807260,"12:54 ET"
UNP,"Union Pacific Corp",202.15,0.63,+0.31%,202.83,203.51,201.52,792131,"12:54 ET"
UPS,"United Parcel Service",173.79,-0.77000000000001,-0.44%,174.38,175.94,173.22,952649,"12:55 ET"
V,"Visa Inc",206.27,0.43000000000001,+0.21%,207.33,207.5,205.11,2334873,"12:55 ET"
VZ,"Verizon Communications Inc",59.115,0.125,+0.21%,59.2,59.28,58.88,5803834,"12:55 ET"
WBA,"Walgreens Boots Alliance",39.94,0.66999999999999,+1.71%,39.46,40.23,39.4,2176048,"12:55 ET"
WMT,"Wal-Mart Stores",143.46,-0.73999999999998,-0.51%,143.54,144.22,142.3,4034618,"12:54 ET"
"Downloaded from Barchart.com as of 12-23-2020 11:55am CST"
